pincode,circle,region,division,offices
742175,West Bengal Circle,Kolkata Region,Murshidabad Division,"Sabdarnagar SO, Beharia BO, Bundainagar BO, Pareshnathpur BO, Rajnagar BO, Jhowbona BO, Sonatikuri BO, Trimohini BO"
742184,West Bengal Circle,Kolkata Region,Murshidabad Division,"Nabagram SO Murshidabad, Bilcolony BO, Chanak BO, Garorah BO, Gurah BO, Kanfala BO, Panchgram BO, Pasla BO, Rasulpur BO, Singer BO, Targram BO"
742187,West Bengal Circle,Kolkata Region,Murshidabad Division,"Radharghat SO, BSahazadpur BO, Basudebkhali BO, Durgapur BO, Goaljan BO, Joykrishnapur Gangarampur BO, Mukundapur BO, Rainda BO, Telkar Dafarpur BO, Tikiapara BO"
742189,West Bengal Circle,Kolkata Region,Murshidabad Division,"Barua SO, Andulberia BO, Andulberia Colony BO, Bikalnagar BO, Dadpur BO, Jalalpur BO, Joynagar BO, Kashipur Murshidabad  BO, Kumarpur BO, Lokenathpur BO, Majhyampur BO, Nazirpur BO, Rampara BO, Takipur BO"
742201,West Bengal Circle,Kolkata Region,Murshidabad Division,"Aurangabad SO Murshidabad, Chabghati BO, Daharpar BO, Hasanpur BO, Mohasail BO, Parulia BO, Puropara BO"
742202,West Bengal Circle,Kolkata Region,Murshidabad Division,"Dhuliyan SO, Anantapur BO, Arjunpur   BO, Bahagalpur BO, Bhabanipur BO, Bhasai Paikar BO, Chakshyapur BO, Deonapur BO, Dogachi BO, Jafraganj BO, Kankuria BO, Kuli BO, Lalpur BO, Mahadebnagar BO, Malancha BO, Momrejpur BO, Nayansukh BO, Ratanpur BO, Tinpukuria BO, Amtala Mobile BO"
742212,West Bengal Circle,Kolkata Region,Murshidabad Division,"Farakka Barrage SO, Bagdabra BO, Beniagram BO, Bewa BO, Farakka BO, Srimantapur BO, Tildanga BO, Farakka Project SO"
742213,West Bengal Circle,Kolkata Region,Murshidabad Division,"Jangipur SO, Barasimul BO, Dayarampur BO, Gangaprasad BO, Giria BO, Kalabagh BO, Kashiadanga BO, Khamra BO, Khodarampur BO, Kulgachi BO, Lalkhandiar BO, Mithipur BO, Rajput Teghari BO, Ramdebpur BO, Sanmatinagar BO, Chotkalia SO, Gofurpur SO"
742223,West Bengal Circle,Kolkata Region,Murshidabad Division,"Jangipur Barrage SO, Ahiran BO, Ajgarpara BO, Alampur BO, Bahadurpur Roypur BO, Chandni Chak Hat BO, Fatullapur BO, Gangin BO, Kanupur BO, Labanchoa BO, Naya Bahadurpur BO, Nurpur BO, Raghunathpur BO, Sadekpur BO"
742224,West Bengal Circle,Kolkata Region,Murshidabad Division,"Nimtita SO, Alamsahi BO, Chachanda BO, Dafahat BO, Jagtai BO, Kadamtala BO, Kashimnagar BO, Loharpur BO, Naskarpur BO, Nimtita Joykrishnapur BO"
742225,West Bengal Circle,Kolkata Region,Murshidabad Division,"Raghunathganj HO, Fultala SO, Mackenzi Park SO, Raghunathganj Bazar SO"
742226,West Bengal Circle,Kolkata Region,Murshidabad Division,"Sagardighi SO, Aheripara BO, Bhola BO, Bokhara BO, Boyar BO, Dhanpatganj BO, Dohali Dangapara BO, Harhari BO, Kharati BO, Megha Siara BO, Moregram BO, Nimgram Beluri BO, Noapara BO, Pundi BO, Samsabad BO, Suki BO"
742227,West Bengal Circle,Kolkata Region,Murshidabad Division,"Gankar SO, Adikantanagar BO, Dafarpur BO, Diar Raninagar BO, Nutanganj BO, Pasai BO, Rajnagar BO, Ramna Sekhdighi BO"
742235,West Bengal Circle,Kolkata Region,Murshidabad Division,"Barala SO, Dakshingramsabitri BO, Ghorshala BO, Jarur BO, Mianpur BO, Sendajamur BO, Tanti Birol BO, Uttar Ramna BO"
742236,West Bengal Circle,Kolkata Region,Murshidabad Division,"Nabarun SO, Ntpc Farakka SO"
742237,West Bengal Circle,Kolkata Region,Murshidabad Division,"Manigram SO, Balia BO, Kabilpur BO, Karaya BO, Kherur BO, Pilky BO"
742238,West Bengal Circle,Kolkata Region,Murshidabad Division,Palsandamore SO
742301,West Bengal Circle,Kolkata Region,Murshidabad Division,"Bharatpur SO Murshidabad, Alugram BO, Amlai BO, BSherpur BO, Binodia BO, Khoyra BO, Masla BO, Masundi BO, Sahapur BO, Sayed Kulut BO, Sehalai BO, Sijgram BO, Talgram BO"
742302,West Bengal Circle,Kolkata Region,Murshidabad Division,"Daulatabad SO Murshidabad, BDurlavpur BO, Baligokulpur BO, Bhairabpur BO, Boincuitala BO, Chatai BO, Chatra BO, Chhaighari BO, Dangapara BO, Gudhia BO, Haribhanga BO, Hasanpur BO, Moktarpur BO, Pomaipur BO, Tentulia BO"
742303,West Bengal Circle,Kolkata Region,Murshidabad Division,"Dumkal SO, Bilaspur BO, Faridpur BO, Gangadaspara BO, Garaimari BO, Khairamari BO, Kuchiamora BO, Kupila BO, Lakshminathpur BO, Mominpur BO, PTRasulpur BO, Par Raghunathpur BO, Raipur BO, Sadi Khan Diar BO, Boxipur BO"
742304,West Bengal Circle,Kolkata Region,Murshidabad Division,"Islampore SO, Goas BO, Godhanpara BO, Gokul Gobindapur BO, Gopinathpur Madhyapara BO, Harharia Chak BO, Huda Herampur BO, Kaladanga BO, Lochanpur BO, Madanpur BO, Malibari BO, Maricha BO, Mridadpur BO, Nutan Durgapur BO, Paikmari BO, Sarangpur BO, Tenka Raipur BO, Tezsinghapur BO, Nazirpur BO"
742305,West Bengal Circle,Kolkata Region,Murshidabad Division,"Jalangi SO, Choapara BO, DPareshpur BO, Godagari BO, Harekrishnapur BO, Joykrishnapur BO, Kaliganj BO, Muradpur Arji BO, Sahebrampur BO, Sarkarpara BO, Udaynagar Colony BO"
742306,West Bengal Circle,Kolkata Region,Murshidabad Division,"Sagarpara SO, Bamnabad BO, Char Rajapur BO, Charmunsipara BO, Debipur BO, Kazipara BO, Rajapur BO, Saheb Nagar BO, Shibnagar BO"
742308,West Bengal Circle,Kolkata Region,Murshidabad Division,"Raninagar SO, Babultali BO, Borderpara BO, Dhulari BO, Harudanga BO, Jinnatpara BO, Kangali Mondalpara BO, Katlamari BO, Mohanganj BO, Nabipur BO, Natial BO, Ramnagar Dk BO"
742401,West Bengal Circle,Kolkata Region,Murshidabad Division,"Salar SO, Dechapra BO, Dutta Barutia BO, Gidgram BO, Gulhatia BO, Kagram BO, Kharera BO, Makhaltore BO, Malihati BO, Prosadpur BO, Raigram BO, Salinda BO, Salu BO, Sunuti BO, Ujunia BO"
742402,West Bengal Circle,Kolkata Region,Murshidabad Division,Talibpur SO
742404,West Bengal Circle,Kolkata Region,Murshidabad Division,"Tenya SO, Koregram BO, Miyan BO, Sarmastipur BO"
742405,West Bengal Circle,Kolkata Region,Murshidabad Division,"Satui SO, Charmahula BO, Chourigacha BO, Gobindapur BO, Jadupur BO, Kamnagar BO, Kanthalia BO, Karna Subarna BO, Kodla BO, Sabitrinagar BO, Srikrishnapur BO"
742406,West Bengal Circle,Kolkata Region,Murshidabad Division,"Basantpur SO Murshidabad, Aminabad BO, Bhagirathpur BO, Brindabanpur BO, Juginda BO, Juranpur BO, Kushberia BO, Madhurkul BO, Shibnagar Laskarpur BO"
742407,West Bengal Circle,Kolkata Region,Murshidabad Division,Chaltia SO
742408,West Bengal Circle,Kolkata Region,Murshidabad Division,Sargachi Ashram SO
742409,West Bengal Circle,Kolkata Region,Murshidabad Division,Shaikhpara SO
742410,West Bengal Circle,Kolkata Region,Murshidabad Division,REJINAGAR SO
743122,West Bengal Circle,Kolkata Region,North Presidency Division,Bengal Enamel SO
743123,West Bengal Circle,Kolkata Region,North Presidency Division,"Bhatpara SO, Muktarpur SO"
743124,West Bengal Circle,Kolkata Region,North Presidency Division,ESD M SO
